,기입날짜,별점,옵션,후기
143,23.04.10.,4,선택: 01.갓볶은 돼지감자차 200g,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요 배송도빠르고제품도만족합니다 
144,23.04.08.,4,선택: 12.갓볶은 우엉차 300g,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 맛잇어모~재구매할게요 
145,23.04.02.,4,선택: 04.갓볶은 둥굴레차 300g,맛 만족도평범해요유통기한아주 넉넉해요포장꼼꼼해요 돼지감자차는 처음 먹어보는데 쓴맛이 나는게 제취향은 아니네요. 
146,23.04.01.,4,선택: 11.갓볶은 도라지차 200g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 모과를 좀 많이 넣었더니 첨엔 새콤하던 맛이 씁쓸해지내요~ 
147,23.03.31.,4,선택: 03.갓볶은 작두콩차 200g,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 아직  시음을  안해서 맛은  모르겠지만  포장상태  깔끔하고  비염이  심해 물대신  마셔려고  구매했어요 효과가   있었음  좋겠어요 
148,23.03.31.,4,선택: 03.갓볶은 돼지감자차 200g,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요 여주차와 같이 마시려고 구매했어요. 여주차와 같이 마셨더니 쓴맛도 없고 좋아요. 매일매일 잘 마시고 있어요. 사진/비디오 수 2 
149,23.03.31.,4,선택: 05.갓볶은 여주차 100g,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요 생각보다 쓰지도 않고 우려먹었더니 괜찮아요. 쓰다고해서 돼지감자차랑같이 구매해서 마셨더니  쓴맛은 없더라구요. 사진/비디오 수 2 
150,23.03.28.,4,선택: 05.갓볶은 여주차 100g,맛 만족도평범해요유통기한꽤 남았어요포장꼼꼼해요 국산차 잘먹을게요. 
151,23.03.28.,4,선택: 10.갓볶은 모과차 200g,맛 만족도평범해요유통기한꽤 남았어요포장꼼꼼해요 국산차  잘 먹을게요 
152,23.03.26.,4,선택: 01.갓볶은 돼지감자차 200g,"맛 만족도평범해요유통기한아주 넉넉해요포장꼼꼼해요 그냥 맛을보니,맛이 많이 쓰네요ㆍ 물을 우려 먹으려고 구입했는데, 우려 먹어 봐야 쓴맛이 구수한 맛으로 변할지 알겠네요 "
153,23.03.01.,1,선택: 07.갓볶은 보리차 500g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 2+1이란 제목에 낚인기분. 꼼꼼히 안읽어본 내 잘못인건가. 그런식으로 소비자들을 헷갈리게 하는건 좋지못한것같네요. 반품할수없어 그냥 먹습니다. 하나로마트갔는데 국내산 보리차 두배넘는량이 여기보다 싸네요. 다음엔 여기선 구매 안할듯 합니다. 
154,23.03.23.,2,선택: 10.갓볶은 모과차 200g,맛 만족도맛 없어요유통기한꽤 남았어요포장적당해요 ㅋㅋㅋ 모과는 좀 그래요~~~~ 
155,23.03.28.,3,선택: 05.갓볶은 여주차 100g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 생각보다 맛 괜찬아요 구수하고 좋아여 당뇨에 많은 도움 되었으면 합니다 
156,23.03.26.,3,선택: 10.갓볶은 모과차 200g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 모과향이 많이 나질 않아요ㅜ 
157,23.03.26.,3,구성: 티백 / 선택: 05.대추생강차 20T(1.5gx20개입),맛 만족도평범해요유통기한꽤 남았어요포장적당해요 잘 먹고 있습니다~^^ 
158,23.03.23.,3,선택: 01.갓볶은 돼지감자차 200g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 모르는 맛이 궁금 했는데  쫌... 담에는 아는 맛을 주문해야겠어요 
159,23.03.14.,3,선택: 05.갓볶은 여주차 100g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 보틀 줘서 너무너무 고마워요 
160,23.04.10.,4,선택: 01.갓볶은 돼지감자차 200g,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요 배송도빠르고제품도만족합니다 
161,23.04.08.,4,선택: 12.갓볶은 우엉차 300g,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 맛잇어모~재구매할게요 
162,23.04.02.,4,선택: 04.갓볶은 둥굴레차 300g,맛 만족도평범해요유통기한아주 넉넉해요포장꼼꼼해요 돼지감자차는 처음 먹어보는데 쓴맛이 나는게 제취향은 아니네요. 
163,23.04.01.,4,선택: 11.갓볶은 도라지차 200g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 모과를 좀 많이 넣었더니 첨엔 새콤하던 맛이 씁쓸해지내요~ 
164,23.03.31.,4,선택: 03.갓볶은 작두콩차 200g,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 아직  시음을  안해서 맛은  모르겠지만  포장상태  깔끔하고  비염이  심해 물대신  마셔려고  구매했어요 효과가   있었음  좋겠어요 
165,23.03.31.,4,선택: 03.갓볶은 돼지감자차 200g,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요 여주차와 같이 마시려고 구매했어요. 여주차와 같이 마셨더니 쓴맛도 없고 좋아요. 매일매일 잘 마시고 있어요. 사진/비디오 수 2 
166,23.03.31.,4,선택: 05.갓볶은 여주차 100g,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요 생각보다 쓰지도 않고 우려먹었더니 괜찮아요. 쓰다고해서 돼지감자차랑같이 구매해서 마셨더니  쓴맛은 없더라구요. 사진/비디오 수 2 
167,23.03.28.,4,선택: 05.갓볶은 여주차 100g,맛 만족도평범해요유통기한꽤 남았어요포장꼼꼼해요 국산차 잘먹을게요. 
168,23.03.28.,4,선택: 10.갓볶은 모과차 200g,맛 만족도평범해요유통기한꽤 남았어요포장꼼꼼해요 국산차  잘 먹을게요 
169,23.03.26.,4,선택: 01.갓볶은 돼지감자차 200g,"맛 만족도평범해요유통기한아주 넉넉해요포장꼼꼼해요 그냥 맛을보니,맛이 많이 쓰네요ㆍ 물을 우려 먹으려고 구입했는데, 우려 먹어 봐야 쓴맛이 구수한 맛으로 변할지 알겠네요 "
170,23.03.26.,4,선택: 07.갓볶은 보리차 500g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 보리차를 오래끓이면 구수해져요 맛은 좋아요 진하진않지만  티벳보리차가 해롭다고 해서 샀거든요 녹차원보리차보다도 맛이 더 좋아요 
171,23.03.01.,1,선택: 07.갓볶은 보리차 500g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 2+1이란 제목에 낚인기분. 꼼꼼히 안읽어본 내 잘못인건가. 그런식으로 소비자들을 헷갈리게 하는건 좋지못한것같네요. 반품할수없어 그냥 먹습니다. 하나로마트갔는데 국내산 보리차 두배넘는량이 여기보다 싸네요. 다음엔 여기선 구매 안할듯 합니다. 
172,23.03.23.,2,선택: 10.갓볶은 모과차 200g,맛 만족도맛 없어요유통기한꽤 남았어요포장적당해요 ㅋㅋㅋ 모과는 좀 그래요~~~~ 
173,23.03.28.,3,선택: 05.갓볶은 여주차 100g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 생각보다 맛 괜찬아요 구수하고 좋아여 당뇨에 많은 도움 되었으면 합니다 
174,23.03.26.,3,선택: 10.갓볶은 모과차 200g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 모과향이 많이 나질 않아요ㅜ 
175,23.03.26.,3,구성: 티백 / 선택: 05.대추생강차 20T(1.5gx20개입),맛 만족도평범해요유통기한꽤 남았어요포장적당해요 잘 먹고 있습니다~^^ 
176,23.03.23.,3,선택: 01.갓볶은 돼지감자차 200g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 모르는 맛이 궁금 했는데  쫌... 담에는 아는 맛을 주문해야겠어요 
177,23.03.14.,3,선택: 05.갓볶은 여주차 100g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 보틀 줘서 너무너무 고마워요 
178,23.04.10.,4,선택: 01.갓볶은 돼지감자차 200g,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요 배송도빠르고제품도만족합니다 
179,23.04.08.,4,선택: 12.갓볶은 우엉차 300g,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 맛잇어모~재구매할게요 
180,23.04.02.,4,선택: 04.갓볶은 둥굴레차 300g,맛 만족도평범해요유통기한아주 넉넉해요포장꼼꼼해요 돼지감자차는 처음 먹어보는데 쓴맛이 나는게 제취향은 아니네요. 
181,23.04.01.,4,선택: 11.갓볶은 도라지차 200g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 모과를 좀 많이 넣었더니 첨엔 새콤하던 맛이 씁쓸해지내요~ 
182,23.03.31.,4,선택: 03.갓볶은 작두콩차 200g,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 아직  시음을  안해서 맛은  모르겠지만  포장상태  깔끔하고  비염이  심해 물대신  마셔려고  구매했어요 효과가   있었음  좋겠어요 
183,23.03.31.,4,선택: 03.갓볶은 돼지감자차 200g,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요 여주차와 같이 마시려고 구매했어요. 여주차와 같이 마셨더니 쓴맛도 없고 좋아요. 매일매일 잘 마시고 있어요. 사진/비디오 수 2 
184,23.03.31.,4,선택: 05.갓볶은 여주차 100g,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요 생각보다 쓰지도 않고 우려먹었더니 괜찮아요. 쓰다고해서 돼지감자차랑같이 구매해서 마셨더니  쓴맛은 없더라구요. 사진/비디오 수 2 
185,23.03.28.,4,선택: 05.갓볶은 여주차 100g,맛 만족도평범해요유통기한꽤 남았어요포장꼼꼼해요 국산차 잘먹을게요. 
186,23.03.28.,4,선택: 10.갓볶은 모과차 200g,맛 만족도평범해요유통기한꽤 남았어요포장꼼꼼해요 국산차  잘 먹을게요 
187,23.03.26.,4,선택: 01.갓볶은 돼지감자차 200g,"맛 만족도평범해요유통기한아주 넉넉해요포장꼼꼼해요 그냥 맛을보니,맛이 많이 쓰네요ㆍ 물을 우려 먹으려고 구입했는데, 우려 먹어 봐야 쓴맛이 구수한 맛으로 변할지 알겠네요 "
188,23.03.26.,4,선택: 07.갓볶은 보리차 500g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 보리차를 오래끓이면 구수해져요 맛은 좋아요 진하진않지만  티벳보리차가 해롭다고 해서 샀거든요 녹차원보리차보다도 맛이 더 좋아요 
189,23.03.22.,4,선택: 04.갓볶은 둥굴레차 300g,맛 만족도평범해요유통기한아주 넉넉해요포장적당해요 제품이 아주 좋았습니다 만족합니다 
190,23.03.01.,1,선택: 07.갓볶은 보리차 500g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 2+1이란 제목에 낚인기분. 꼼꼼히 안읽어본 내 잘못인건가. 그런식으로 소비자들을 헷갈리게 하는건 좋지못한것같네요. 반품할수없어 그냥 먹습니다. 하나로마트갔는데 국내산 보리차 두배넘는량이 여기보다 싸네요. 다음엔 여기선 구매 안할듯 합니다. 
191,23.03.23.,2,선택: 10.갓볶은 모과차 200g,맛 만족도맛 없어요유통기한꽤 남았어요포장적당해요 ㅋㅋㅋ 모과는 좀 그래요~~~~ 
192,23.03.28.,3,선택: 05.갓볶은 여주차 100g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 생각보다 맛 괜찬아요 구수하고 좋아여 당뇨에 많은 도움 되었으면 합니다 
193,23.03.26.,3,선택: 10.갓볶은 모과차 200g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 모과향이 많이 나질 않아요ㅜ 
194,23.03.26.,3,구성: 티백 / 선택: 05.대추생강차 20T(1.5gx20개입),맛 만족도평범해요유통기한꽤 남았어요포장적당해요 잘 먹고 있습니다~^^ 
195,23.03.23.,3,선택: 01.갓볶은 돼지감자차 200g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 모르는 맛이 궁금 했는데  쫌... 담에는 아는 맛을 주문해야겠어요 
196,23.03.14.,3,선택: 05.갓볶은 여주차 100g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 보틀 줘서 너무너무 고마워요 
197,23.04.10.,4,선택: 01.갓볶은 돼지감자차 200g,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요 배송도빠르고제품도만족합니다 
198,23.04.08.,4,선택: 12.갓볶은 우엉차 300g,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 맛잇어모~재구매할게요 
199,23.04.02.,4,선택: 04.갓볶은 둥굴레차 300g,맛 만족도평범해요유통기한아주 넉넉해요포장꼼꼼해요 돼지감자차는 처음 먹어보는데 쓴맛이 나는게 제취향은 아니네요. 
200,23.04.01.,4,선택: 11.갓볶은 도라지차 200g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 모과를 좀 많이 넣었더니 첨엔 새콤하던 맛이 씁쓸해지내요~ 
201,23.03.31.,4,선택: 03.갓볶은 작두콩차 200g,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 아직  시음을  안해서 맛은  모르겠지만  포장상태  깔끔하고  비염이  심해 물대신  마셔려고  구매했어요 효과가   있었음  좋겠어요 
202,23.03.31.,4,선택: 03.갓볶은 돼지감자차 200g,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요 여주차와 같이 마시려고 구매했어요. 여주차와 같이 마셨더니 쓴맛도 없고 좋아요. 매일매일 잘 마시고 있어요. 사진/비디오 수 2 
203,23.03.31.,4,선택: 05.갓볶은 여주차 100g,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요 생각보다 쓰지도 않고 우려먹었더니 괜찮아요. 쓰다고해서 돼지감자차랑같이 구매해서 마셨더니  쓴맛은 없더라구요. 사진/비디오 수 2 
204,23.03.28.,4,선택: 05.갓볶은 여주차 100g,맛 만족도평범해요유통기한꽤 남았어요포장꼼꼼해요 국산차 잘먹을게요. 
205,23.03.28.,4,선택: 10.갓볶은 모과차 200g,맛 만족도평범해요유통기한꽤 남았어요포장꼼꼼해요 국산차  잘 먹을게요 
206,23.03.26.,4,선택: 01.갓볶은 돼지감자차 200g,"맛 만족도평범해요유통기한아주 넉넉해요포장꼼꼼해요 그냥 맛을보니,맛이 많이 쓰네요ㆍ 물을 우려 먹으려고 구입했는데, 우려 먹어 봐야 쓴맛이 구수한 맛으로 변할지 알겠네요 "
207,23.03.26.,4,선택: 07.갓볶은 보리차 500g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 보리차를 오래끓이면 구수해져요 맛은 좋아요 진하진않지만  티벳보리차가 해롭다고 해서 샀거든요 녹차원보리차보다도 맛이 더 좋아요 
208,23.03.22.,4,선택: 04.갓볶은 둥굴레차 300g,맛 만족도평범해요유통기한아주 넉넉해요포장적당해요 제품이 아주 좋았습니다 만족합니다 
209,23.03.21.,4,선택: 05.갓볶은 여주차 100g,유통기한아주 넉넉해요포장적당해요맛 만족도맛있어요 구수하고 포장도 잘 되어 있는데 건조식품이다보니 부서짐이 있네요ㅜㅜ 돼지감자차가 부서짐이 심해요 
