,기입날짜,별점,옵션,후기
42,23.03.14.,3,선택: 05.갓볶은 여주차 100g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 보틀 줘서 너무너무 고마워요 
43,23.04.10.,4,선택: 01.갓볶은 돼지감자차 200g,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요 배송도빠르고제품도만족합니다 
44,23.04.08.,4,선택: 12.갓볶은 우엉차 300g,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 맛잇어모~재구매할게요 
45,23.03.01.,1,선택: 07.갓볶은 보리차 500g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 2+1이란 제목에 낚인기분. 꼼꼼히 안읽어본 내 잘못인건가. 그런식으로 소비자들을 헷갈리게 하는건 좋지못한것같네요. 반품할수없어 그냥 먹습니다. 하나로마트갔는데 국내산 보리차 두배넘는량이 여기보다 싸네요. 다음엔 여기선 구매 안할듯 합니다. 
46,23.03.23.,2,선택: 10.갓볶은 모과차 200g,맛 만족도맛 없어요유통기한꽤 남았어요포장적당해요 ㅋㅋㅋ 모과는 좀 그래요~~~~ 
47,23.03.28.,3,선택: 05.갓볶은 여주차 100g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 생각보다 맛 괜찬아요 구수하고 좋아여 당뇨에 많은 도움 되었으면 합니다 
48,23.03.26.,3,선택: 10.갓볶은 모과차 200g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 모과향이 많이 나질 않아요ㅜ 
49,23.03.26.,3,구성: 티백 / 선택: 05.대추생강차 20T(1.5gx20개입),맛 만족도평범해요유통기한꽤 남았어요포장적당해요 잘 먹고 있습니다~^^ 
50,23.03.23.,3,선택: 01.갓볶은 돼지감자차 200g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 모르는 맛이 궁금 했는데  쫌... 담에는 아는 맛을 주문해야겠어요 
51,23.03.14.,3,선택: 05.갓볶은 여주차 100g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 보틀 줘서 너무너무 고마워요 
52,23.04.10.,4,선택: 01.갓볶은 돼지감자차 200g,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요 배송도빠르고제품도만족합니다 
53,23.04.08.,4,선택: 12.갓볶은 우엉차 300g,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 맛잇어모~재구매할게요 
54,23.04.02.,4,선택: 04.갓볶은 둥굴레차 300g,맛 만족도평범해요유통기한아주 넉넉해요포장꼼꼼해요 돼지감자차는 처음 먹어보는데 쓴맛이 나는게 제취향은 아니네요. 
55,23.03.01.,1,선택: 07.갓볶은 보리차 500g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 2+1이란 제목에 낚인기분. 꼼꼼히 안읽어본 내 잘못인건가. 그런식으로 소비자들을 헷갈리게 하는건 좋지못한것같네요. 반품할수없어 그냥 먹습니다. 하나로마트갔는데 국내산 보리차 두배넘는량이 여기보다 싸네요. 다음엔 여기선 구매 안할듯 합니다. 
56,23.03.23.,2,선택: 10.갓볶은 모과차 200g,맛 만족도맛 없어요유통기한꽤 남았어요포장적당해요 ㅋㅋㅋ 모과는 좀 그래요~~~~ 
57,23.03.28.,3,선택: 05.갓볶은 여주차 100g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 생각보다 맛 괜찬아요 구수하고 좋아여 당뇨에 많은 도움 되었으면 합니다 
58,23.03.26.,3,선택: 10.갓볶은 모과차 200g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 모과향이 많이 나질 않아요ㅜ 
59,23.03.26.,3,구성: 티백 / 선택: 05.대추생강차 20T(1.5gx20개입),맛 만족도평범해요유통기한꽤 남았어요포장적당해요 잘 먹고 있습니다~^^ 
60,23.03.23.,3,선택: 01.갓볶은 돼지감자차 200g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 모르는 맛이 궁금 했는데  쫌... 담에는 아는 맛을 주문해야겠어요 
61,23.03.14.,3,선택: 05.갓볶은 여주차 100g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 보틀 줘서 너무너무 고마워요 
62,23.04.10.,4,선택: 01.갓볶은 돼지감자차 200g,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요 배송도빠르고제품도만족합니다 
63,23.04.08.,4,선택: 12.갓볶은 우엉차 300g,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 맛잇어모~재구매할게요 
64,23.04.02.,4,선택: 04.갓볶은 둥굴레차 300g,맛 만족도평범해요유통기한아주 넉넉해요포장꼼꼼해요 돼지감자차는 처음 먹어보는데 쓴맛이 나는게 제취향은 아니네요. 
65,23.04.01.,4,선택: 11.갓볶은 도라지차 200g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 모과를 좀 많이 넣었더니 첨엔 새콤하던 맛이 씁쓸해지내요~ 
66,23.03.01.,1,선택: 07.갓볶은 보리차 500g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 2+1이란 제목에 낚인기분. 꼼꼼히 안읽어본 내 잘못인건가. 그런식으로 소비자들을 헷갈리게 하는건 좋지못한것같네요. 반품할수없어 그냥 먹습니다. 하나로마트갔는데 국내산 보리차 두배넘는량이 여기보다 싸네요. 다음엔 여기선 구매 안할듯 합니다. 
67,23.03.23.,2,선택: 10.갓볶은 모과차 200g,맛 만족도맛 없어요유통기한꽤 남았어요포장적당해요 ㅋㅋㅋ 모과는 좀 그래요~~~~ 
68,23.03.28.,3,선택: 05.갓볶은 여주차 100g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 생각보다 맛 괜찬아요 구수하고 좋아여 당뇨에 많은 도움 되었으면 합니다 
69,23.03.26.,3,선택: 10.갓볶은 모과차 200g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 모과향이 많이 나질 않아요ㅜ 
70,23.03.26.,3,구성: 티백 / 선택: 05.대추생강차 20T(1.5gx20개입),맛 만족도평범해요유통기한꽤 남았어요포장적당해요 잘 먹고 있습니다~^^ 
71,23.03.23.,3,선택: 01.갓볶은 돼지감자차 200g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 모르는 맛이 궁금 했는데  쫌... 담에는 아는 맛을 주문해야겠어요 
72,23.03.14.,3,선택: 05.갓볶은 여주차 100g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 보틀 줘서 너무너무 고마워요 
73,23.04.10.,4,선택: 01.갓볶은 돼지감자차 200g,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요 배송도빠르고제품도만족합니다 
74,23.04.08.,4,선택: 12.갓볶은 우엉차 300g,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 맛잇어모~재구매할게요 
75,23.04.02.,4,선택: 04.갓볶은 둥굴레차 300g,맛 만족도평범해요유통기한아주 넉넉해요포장꼼꼼해요 돼지감자차는 처음 먹어보는데 쓴맛이 나는게 제취향은 아니네요. 
76,23.04.01.,4,선택: 11.갓볶은 도라지차 200g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 모과를 좀 많이 넣었더니 첨엔 새콤하던 맛이 씁쓸해지내요~ 
77,23.03.31.,4,선택: 03.갓볶은 작두콩차 200g,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 아직  시음을  안해서 맛은  모르겠지만  포장상태  깔끔하고  비염이  심해 물대신  마셔려고  구매했어요 효과가   있었음  좋겠어요 
78,23.03.01.,1,선택: 07.갓볶은 보리차 500g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 2+1이란 제목에 낚인기분. 꼼꼼히 안읽어본 내 잘못인건가. 그런식으로 소비자들을 헷갈리게 하는건 좋지못한것같네요. 반품할수없어 그냥 먹습니다. 하나로마트갔는데 국내산 보리차 두배넘는량이 여기보다 싸네요. 다음엔 여기선 구매 안할듯 합니다. 
79,23.03.23.,2,선택: 10.갓볶은 모과차 200g,맛 만족도맛 없어요유통기한꽤 남았어요포장적당해요 ㅋㅋㅋ 모과는 좀 그래요~~~~ 
80,23.03.28.,3,선택: 05.갓볶은 여주차 100g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 생각보다 맛 괜찬아요 구수하고 좋아여 당뇨에 많은 도움 되었으면 합니다 
81,23.03.26.,3,선택: 10.갓볶은 모과차 200g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 모과향이 많이 나질 않아요ㅜ 
82,23.03.26.,3,구성: 티백 / 선택: 05.대추생강차 20T(1.5gx20개입),맛 만족도평범해요유통기한꽤 남았어요포장적당해요 잘 먹고 있습니다~^^ 
83,23.03.23.,3,선택: 01.갓볶은 돼지감자차 200g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 모르는 맛이 궁금 했는데  쫌... 담에는 아는 맛을 주문해야겠어요 
84,23.03.14.,3,선택: 05.갓볶은 여주차 100g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 보틀 줘서 너무너무 고마워요 
85,23.04.10.,4,선택: 01.갓볶은 돼지감자차 200g,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요 배송도빠르고제품도만족합니다 
86,23.04.08.,4,선택: 12.갓볶은 우엉차 300g,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 맛잇어모~재구매할게요 
87,23.04.02.,4,선택: 04.갓볶은 둥굴레차 300g,맛 만족도평범해요유통기한아주 넉넉해요포장꼼꼼해요 돼지감자차는 처음 먹어보는데 쓴맛이 나는게 제취향은 아니네요. 
88,23.04.01.,4,선택: 11.갓볶은 도라지차 200g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 모과를 좀 많이 넣었더니 첨엔 새콤하던 맛이 씁쓸해지내요~ 
89,23.03.31.,4,선택: 03.갓볶은 작두콩차 200g,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 아직  시음을  안해서 맛은  모르겠지만  포장상태  깔끔하고  비염이  심해 물대신  마셔려고  구매했어요 효과가   있었음  좋겠어요 
90,23.03.31.,4,선택: 03.갓볶은 돼지감자차 200g,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요 여주차와 같이 마시려고 구매했어요. 여주차와 같이 마셨더니 쓴맛도 없고 좋아요. 매일매일 잘 마시고 있어요. 사진/비디오 수 2 
91,23.03.01.,1,선택: 07.갓볶은 보리차 500g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 2+1이란 제목에 낚인기분. 꼼꼼히 안읽어본 내 잘못인건가. 그런식으로 소비자들을 헷갈리게 하는건 좋지못한것같네요. 반품할수없어 그냥 먹습니다. 하나로마트갔는데 국내산 보리차 두배넘는량이 여기보다 싸네요. 다음엔 여기선 구매 안할듯 합니다. 
92,23.03.23.,2,선택: 10.갓볶은 모과차 200g,맛 만족도맛 없어요유통기한꽤 남았어요포장적당해요 ㅋㅋㅋ 모과는 좀 그래요~~~~ 
93,23.03.28.,3,선택: 05.갓볶은 여주차 100g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 생각보다 맛 괜찬아요 구수하고 좋아여 당뇨에 많은 도움 되었으면 합니다 
94,23.03.26.,3,선택: 10.갓볶은 모과차 200g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 모과향이 많이 나질 않아요ㅜ 
95,23.03.26.,3,구성: 티백 / 선택: 05.대추생강차 20T(1.5gx20개입),맛 만족도평범해요유통기한꽤 남았어요포장적당해요 잘 먹고 있습니다~^^ 
96,23.03.23.,3,선택: 01.갓볶은 돼지감자차 200g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 모르는 맛이 궁금 했는데  쫌... 담에는 아는 맛을 주문해야겠어요 
97,23.03.14.,3,선택: 05.갓볶은 여주차 100g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 보틀 줘서 너무너무 고마워요 
98,23.04.10.,4,선택: 01.갓볶은 돼지감자차 200g,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요 배송도빠르고제품도만족합니다 
99,23.04.08.,4,선택: 12.갓볶은 우엉차 300g,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 맛잇어모~재구매할게요 
100,23.04.02.,4,선택: 04.갓볶은 둥굴레차 300g,맛 만족도평범해요유통기한아주 넉넉해요포장꼼꼼해요 돼지감자차는 처음 먹어보는데 쓴맛이 나는게 제취향은 아니네요. 
101,23.04.01.,4,선택: 11.갓볶은 도라지차 200g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 모과를 좀 많이 넣었더니 첨엔 새콤하던 맛이 씁쓸해지내요~ 
102,23.03.31.,4,선택: 03.갓볶은 작두콩차 200g,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 아직  시음을  안해서 맛은  모르겠지만  포장상태  깔끔하고  비염이  심해 물대신  마셔려고  구매했어요 효과가   있었음  좋겠어요 
103,23.03.31.,4,선택: 03.갓볶은 돼지감자차 200g,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요 여주차와 같이 마시려고 구매했어요. 여주차와 같이 마셨더니 쓴맛도 없고 좋아요. 매일매일 잘 마시고 있어요. 사진/비디오 수 2 
104,23.03.31.,4,선택: 05.갓볶은 여주차 100g,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요 생각보다 쓰지도 않고 우려먹었더니 괜찮아요. 쓰다고해서 돼지감자차랑같이 구매해서 마셨더니  쓴맛은 없더라구요. 사진/비디오 수 2 
105,23.03.01.,1,선택: 07.갓볶은 보리차 500g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 2+1이란 제목에 낚인기분. 꼼꼼히 안읽어본 내 잘못인건가. 그런식으로 소비자들을 헷갈리게 하는건 좋지못한것같네요. 반품할수없어 그냥 먹습니다. 하나로마트갔는데 국내산 보리차 두배넘는량이 여기보다 싸네요. 다음엔 여기선 구매 안할듯 합니다. 
106,23.03.23.,2,선택: 10.갓볶은 모과차 200g,맛 만족도맛 없어요유통기한꽤 남았어요포장적당해요 ㅋㅋㅋ 모과는 좀 그래요~~~~ 
107,23.03.28.,3,선택: 05.갓볶은 여주차 100g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 생각보다 맛 괜찬아요 구수하고 좋아여 당뇨에 많은 도움 되었으면 합니다 
108,23.03.26.,3,선택: 10.갓볶은 모과차 200g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 모과향이 많이 나질 않아요ㅜ 
109,23.03.26.,3,구성: 티백 / 선택: 05.대추생강차 20T(1.5gx20개입),맛 만족도평범해요유통기한꽤 남았어요포장적당해요 잘 먹고 있습니다~^^ 
110,23.03.23.,3,선택: 01.갓볶은 돼지감자차 200g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 모르는 맛이 궁금 했는데  쫌... 담에는 아는 맛을 주문해야겠어요 
111,23.03.14.,3,선택: 05.갓볶은 여주차 100g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 보틀 줘서 너무너무 고마워요 
112,23.04.10.,4,선택: 01.갓볶은 돼지감자차 200g,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요 배송도빠르고제품도만족합니다 
113,23.04.08.,4,선택: 12.갓볶은 우엉차 300g,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 맛잇어모~재구매할게요 
114,23.04.02.,4,선택: 04.갓볶은 둥굴레차 300g,맛 만족도평범해요유통기한아주 넉넉해요포장꼼꼼해요 돼지감자차는 처음 먹어보는데 쓴맛이 나는게 제취향은 아니네요. 
115,23.04.01.,4,선택: 11.갓볶은 도라지차 200g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 모과를 좀 많이 넣었더니 첨엔 새콤하던 맛이 씁쓸해지내요~ 
116,23.03.31.,4,선택: 03.갓볶은 작두콩차 200g,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 아직  시음을  안해서 맛은  모르겠지만  포장상태  깔끔하고  비염이  심해 물대신  마셔려고  구매했어요 효과가   있었음  좋겠어요 
117,23.03.31.,4,선택: 03.갓볶은 돼지감자차 200g,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요 여주차와 같이 마시려고 구매했어요. 여주차와 같이 마셨더니 쓴맛도 없고 좋아요. 매일매일 잘 마시고 있어요. 사진/비디오 수 2 
118,23.03.31.,4,선택: 05.갓볶은 여주차 100g,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요 생각보다 쓰지도 않고 우려먹었더니 괜찮아요. 쓰다고해서 돼지감자차랑같이 구매해서 마셨더니  쓴맛은 없더라구요. 사진/비디오 수 2 
119,23.03.28.,4,선택: 05.갓볶은 여주차 100g,맛 만족도평범해요유통기한꽤 남았어요포장꼼꼼해요 국산차 잘먹을게요. 
120,23.03.01.,1,선택: 07.갓볶은 보리차 500g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 2+1이란 제목에 낚인기분. 꼼꼼히 안읽어본 내 잘못인건가. 그런식으로 소비자들을 헷갈리게 하는건 좋지못한것같네요. 반품할수없어 그냥 먹습니다. 하나로마트갔는데 국내산 보리차 두배넘는량이 여기보다 싸네요. 다음엔 여기선 구매 안할듯 합니다. 
121,23.03.23.,2,선택: 10.갓볶은 모과차 200g,맛 만족도맛 없어요유통기한꽤 남았어요포장적당해요 ㅋㅋㅋ 모과는 좀 그래요~~~~ 
122,23.03.28.,3,선택: 05.갓볶은 여주차 100g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 생각보다 맛 괜찬아요 구수하고 좋아여 당뇨에 많은 도움 되었으면 합니다 
123,23.03.26.,3,선택: 10.갓볶은 모과차 200g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 모과향이 많이 나질 않아요ㅜ 
124,23.03.26.,3,구성: 티백 / 선택: 05.대추생강차 20T(1.5gx20개입),맛 만족도평범해요유통기한꽤 남았어요포장적당해요 잘 먹고 있습니다~^^ 
125,23.03.23.,3,선택: 01.갓볶은 돼지감자차 200g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 모르는 맛이 궁금 했는데  쫌... 담에는 아는 맛을 주문해야겠어요 
126,23.03.14.,3,선택: 05.갓볶은 여주차 100g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 보틀 줘서 너무너무 고마워요 
127,23.04.10.,4,선택: 01.갓볶은 돼지감자차 200g,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요 배송도빠르고제품도만족합니다 
128,23.04.08.,4,선택: 12.갓볶은 우엉차 300g,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 맛잇어모~재구매할게요 
129,23.04.02.,4,선택: 04.갓볶은 둥굴레차 300g,맛 만족도평범해요유통기한아주 넉넉해요포장꼼꼼해요 돼지감자차는 처음 먹어보는데 쓴맛이 나는게 제취향은 아니네요. 
130,23.04.01.,4,선택: 11.갓볶은 도라지차 200g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 모과를 좀 많이 넣었더니 첨엔 새콤하던 맛이 씁쓸해지내요~ 
131,23.03.31.,4,선택: 03.갓볶은 작두콩차 200g,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 아직  시음을  안해서 맛은  모르겠지만  포장상태  깔끔하고  비염이  심해 물대신  마셔려고  구매했어요 효과가   있었음  좋겠어요 
132,23.03.31.,4,선택: 03.갓볶은 돼지감자차 200g,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요 여주차와 같이 마시려고 구매했어요. 여주차와 같이 마셨더니 쓴맛도 없고 좋아요. 매일매일 잘 마시고 있어요. 사진/비디오 수 2 
133,23.03.31.,4,선택: 05.갓볶은 여주차 100g,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요 생각보다 쓰지도 않고 우려먹었더니 괜찮아요. 쓰다고해서 돼지감자차랑같이 구매해서 마셨더니  쓴맛은 없더라구요. 사진/비디오 수 2 
134,23.03.28.,4,선택: 05.갓볶은 여주차 100g,맛 만족도평범해요유통기한꽤 남았어요포장꼼꼼해요 국산차 잘먹을게요. 
135,23.03.28.,4,선택: 10.갓볶은 모과차 200g,맛 만족도평범해요유통기한꽤 남았어요포장꼼꼼해요 국산차  잘 먹을게요 
136,23.03.01.,1,선택: 07.갓볶은 보리차 500g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 2+1이란 제목에 낚인기분. 꼼꼼히 안읽어본 내 잘못인건가. 그런식으로 소비자들을 헷갈리게 하는건 좋지못한것같네요. 반품할수없어 그냥 먹습니다. 하나로마트갔는데 국내산 보리차 두배넘는량이 여기보다 싸네요. 다음엔 여기선 구매 안할듯 합니다. 
137,23.03.23.,2,선택: 10.갓볶은 모과차 200g,맛 만족도맛 없어요유통기한꽤 남았어요포장적당해요 ㅋㅋㅋ 모과는 좀 그래요~~~~ 
138,23.03.28.,3,선택: 05.갓볶은 여주차 100g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 생각보다 맛 괜찬아요 구수하고 좋아여 당뇨에 많은 도움 되었으면 합니다 
139,23.03.26.,3,선택: 10.갓볶은 모과차 200g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 모과향이 많이 나질 않아요ㅜ 
140,23.03.26.,3,구성: 티백 / 선택: 05.대추생강차 20T(1.5gx20개입),맛 만족도평범해요유통기한꽤 남았어요포장적당해요 잘 먹고 있습니다~^^ 
141,23.03.23.,3,선택: 01.갓볶은 돼지감자차 200g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 모르는 맛이 궁금 했는데  쫌... 담에는 아는 맛을 주문해야겠어요 
142,23.03.14.,3,선택: 05.갓볶은 여주차 100g,맛 만족도평범해요유통기한꽤 남았어요포장적당해요 보틀 줘서 너무너무 고마워요 
