,기입날짜,별점,옵션,후기
69,23.04.11.,5,옵션 선택: 50gx3개(추가 1개 추가증정),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 시중에서 파는 김부각 보다 안 달고 안 짜요. 손에 기름기 같은거 안 묻어서 넘 좋네요. 바삭한데 입천장 까지는 그런게 아니라 부드러운 바삭함이에요! 딸아이가 김부각 엄청 좋아하는데 마트에서 파는 것 보다 훨씬 맛있대요! 4봉지 샀는데 하루만에 없어질 것 같네요 ㅎㅎ 
70,23.04.11.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 아이가 김부각을 싫어하는데  저희 부부는 좋아해요  그래서 늘 먹던거 먹고 아이는 싫어해서 안주고  저희만 먹다 요번에 다른걸 구매했어요  가족들 다 같이 맛있게 먹었음 하는 마음에  우선 하나만 구매했눈데  이게 무슨일인지 아이가 너무 잘먹어서 놀랬어요  아이가 전에 먹던거보다 더 맛있다며 엄지까지 들어주는데 이런적은.. 밥 먹으며 잘 못봤는데  잘먹으니 너무 좋더라구여  저희 부부도 먹어봤는데 훨씬 고소하고 바삭하고  너무 맛잇더라고요 이렇게 맛잇는 줄 알았으면 더  사 두는건데 ㅠㅠ  그래도 맛잇는 김부각 찾아서 대 만족!!  넘 맛있어요 사진/비디오 수 7 
71,23.04.10.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 부각을 좋아해서 자주 사먹는 편인데요~ 와....수제부각이래서 그런가 바삭거림이 장난아니예요!! 진짜 광고에서 나올만한 와그작와그작 소리가 음식의 맛을 더 높여줘요~ 밀폐할 수 있는 기능이 있어서 먹다가 잠가놔도 바삭바삭함이 유지됩니다~ 또 해썹인증을 받아서 안전하게 먹을 수 있어서 좋아요~ 사진/비디오 수 7 
72,23.04.10.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 김부각 너무맛있어요 맥주안주로도 짭쪼름하니좋고 애들간식으루두 좋네요 ㅎㅎ 지퍼팩으로 포장되있어서 먹다가 보관하기도 편하고 근데 맨날 한봉까면다먹네요 마성의간식..! 성분도다른과자들먹는것보다 좋구 건강 간식이라 마음놓고 먹어요 사진/비디오 수 3 
73,23.04.10.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 입이 심심할때마다 간식으로 먹으려고 주문했는데 찹쌀 김부각이라서 그런지 엄청 바삭바삭했어요 김부각은 진짜 식감 맛으로 먹는데 넘 맛있었습니다 간도 딱 적당하고 적당히 짭조름 하면서 고소하니 계속 손이가네요.. 앉아서 한봉지를 뚝딱 했습니다ㅎㅎ; 쟁여두고 먹어야겠어요 김부각 좋아하시는분들은 다 무난하게 좋아하실듯한 호불호없는 맛이에요 사진/비디오 수 4 
74,23.04.10.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 예전에 방영하던 나혼자산다 화사님 편을 보는데 김부각을 넘 맛있게 드셔서 급 갑자기 먹고 싶어져서 바로 구매해봤습니다 진짜 식감 바삭바삭하고 김 특유의 고소함이 더 극대화된 느낌?ㅋㅋ 진짜 고소해요 식감 미쳤고 딱 맥주 안주입니다 3개사면 1개 더줘서 이득입니다 진짜 맛있게 먹었어요 다 먹고 또 구매하러 오겠습니다 아마 이틀 못갈듯.. 사진/비디오 수 4 
75,23.04.09.,5,옵션 선택: 50gx1봉,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 한달사용기먹어본것중 최고!! 다시 주문하러 고고!! 
76,23.04.08.,5,옵션 선택: 1개(50gx1개),"유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 걍 말 필요없습니다. 여태 먹은 김부각 중에 젤 맛있어서 오자마자 한 봉 다먹고 4봉 더시켯어요!!! 번창하세요,,진심,,!0 사진/비디오 수 2 "
77,23.04.08.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 맥주안주로 김부각 즐겨먹어요  우고래빗 김부각 너무맛있어요 사이즈도 크고 넘바삭바삭하고 짜지않아서  아이들들도 간식으로 좋아요 ~ 사진/비디오 수 4 
78,23.04.08.,4,옵션 선택: 50gx3개(추가 1개 추가증정),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 짜지않고 바삭밧삭 맛있어요 
79,23.03.13.,4,옵션 선택: 3봉(50gx3봉),맛 만족도평범해요유통기한꽤 남았어요포장적당해요 바싹  바싹  맛나요~~^^ 
80,23.04.11.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 역시 믿고먹는 우고래빗입니다 차나 견과류 주문시 너무 만족해서  김부각도 주문해봤는데 너무너무 맛있어요!! 평소 김부각 좋아하는데 우고래빗꺼 은은하게 달달하고 고소하고 너무 맛있습니당 ㅎㅎ 
81,23.04.11.,5,옵션 선택: 50gx3개(추가 1개 추가증정),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 시중에서 파는 김부각 보다 안 달고 안 짜요. 손에 기름기 같은거 안 묻어서 넘 좋네요. 바삭한데 입천장 까지는 그런게 아니라 부드러운 바삭함이에요! 딸아이가 김부각 엄청 좋아하는데 마트에서 파는 것 보다 훨씬 맛있대요! 4봉지 샀는데 하루만에 없어질 것 같네요 ㅎㅎ 
82,23.04.11.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 아이가 김부각을 싫어하는데  저희 부부는 좋아해요  그래서 늘 먹던거 먹고 아이는 싫어해서 안주고  저희만 먹다 요번에 다른걸 구매했어요  가족들 다 같이 맛있게 먹었음 하는 마음에  우선 하나만 구매했눈데  이게 무슨일인지 아이가 너무 잘먹어서 놀랬어요  아이가 전에 먹던거보다 더 맛있다며 엄지까지 들어주는데 이런적은.. 밥 먹으며 잘 못봤는데  잘먹으니 너무 좋더라구여  저희 부부도 먹어봤는데 훨씬 고소하고 바삭하고  너무 맛잇더라고요 이렇게 맛잇는 줄 알았으면 더  사 두는건데 ㅠㅠ  그래도 맛잇는 김부각 찾아서 대 만족!!  넘 맛있어요 사진/비디오 수 7 
83,23.04.10.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 부각을 좋아해서 자주 사먹는 편인데요~ 와....수제부각이래서 그런가 바삭거림이 장난아니예요!! 진짜 광고에서 나올만한 와그작와그작 소리가 음식의 맛을 더 높여줘요~ 밀폐할 수 있는 기능이 있어서 먹다가 잠가놔도 바삭바삭함이 유지됩니다~ 또 해썹인증을 받아서 안전하게 먹을 수 있어서 좋아요~ 사진/비디오 수 7 
84,23.04.10.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 김부각 너무맛있어요 맥주안주로도 짭쪼름하니좋고 애들간식으루두 좋네요 ㅎㅎ 지퍼팩으로 포장되있어서 먹다가 보관하기도 편하고 근데 맨날 한봉까면다먹네요 마성의간식..! 성분도다른과자들먹는것보다 좋구 건강 간식이라 마음놓고 먹어요 사진/비디오 수 3 
85,23.04.10.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 입이 심심할때마다 간식으로 먹으려고 주문했는데 찹쌀 김부각이라서 그런지 엄청 바삭바삭했어요 김부각은 진짜 식감 맛으로 먹는데 넘 맛있었습니다 간도 딱 적당하고 적당히 짭조름 하면서 고소하니 계속 손이가네요.. 앉아서 한봉지를 뚝딱 했습니다ㅎㅎ; 쟁여두고 먹어야겠어요 김부각 좋아하시는분들은 다 무난하게 좋아하실듯한 호불호없는 맛이에요 사진/비디오 수 4 
86,23.04.10.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 예전에 방영하던 나혼자산다 화사님 편을 보는데 김부각을 넘 맛있게 드셔서 급 갑자기 먹고 싶어져서 바로 구매해봤습니다 진짜 식감 바삭바삭하고 김 특유의 고소함이 더 극대화된 느낌?ㅋㅋ 진짜 고소해요 식감 미쳤고 딱 맥주 안주입니다 3개사면 1개 더줘서 이득입니다 진짜 맛있게 먹었어요 다 먹고 또 구매하러 오겠습니다 아마 이틀 못갈듯.. 사진/비디오 수 4 
87,23.04.09.,5,옵션 선택: 50gx1봉,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 한달사용기먹어본것중 최고!! 다시 주문하러 고고!! 
88,23.04.08.,5,옵션 선택: 1개(50gx1개),"유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 걍 말 필요없습니다. 여태 먹은 김부각 중에 젤 맛있어서 오자마자 한 봉 다먹고 4봉 더시켯어요!!! 번창하세요,,진심,,!0 사진/비디오 수 2 "
89,23.04.08.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 맥주안주로 김부각 즐겨먹어요  우고래빗 김부각 너무맛있어요 사이즈도 크고 넘바삭바삭하고 짜지않아서  아이들들도 간식으로 좋아요 ~ 사진/비디오 수 4 
90,23.04.08.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 국산찹쌀이라그래서 더욱 믿음이 가요!  어린이들 간식으로도 너무 좋을것 같고 저는 간식으로 자꾸 손이가서 한봉은 순삭이네요.. 헉..  바삭하고 기름에 적당하게 튀겨져서 너무 좋아요  다른 김부각들은 기름이 너무 많아서 느끼한데 이건 그런게 없네요 너무 맛있어요 사진/비디오 수 2 
91,23.04.08.,4,옵션 선택: 50gx3개(추가 1개 추가증정),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 짜지않고 바삭밧삭 맛있어요 
92,23.03.13.,4,옵션 선택: 3봉(50gx3봉),맛 만족도평범해요유통기한꽤 남았어요포장적당해요 바싹  바싹  맛나요~~^^ 
93,23.04.11.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 역시 믿고먹는 우고래빗입니다 차나 견과류 주문시 너무 만족해서  김부각도 주문해봤는데 너무너무 맛있어요!! 평소 김부각 좋아하는데 우고래빗꺼 은은하게 달달하고 고소하고 너무 맛있습니당 ㅎㅎ 
94,23.04.11.,5,옵션 선택: 50gx3개(추가 1개 추가증정),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 시중에서 파는 김부각 보다 안 달고 안 짜요. 손에 기름기 같은거 안 묻어서 넘 좋네요. 바삭한데 입천장 까지는 그런게 아니라 부드러운 바삭함이에요! 딸아이가 김부각 엄청 좋아하는데 마트에서 파는 것 보다 훨씬 맛있대요! 4봉지 샀는데 하루만에 없어질 것 같네요 ㅎㅎ 
95,23.04.11.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 아이가 김부각을 싫어하는데  저희 부부는 좋아해요  그래서 늘 먹던거 먹고 아이는 싫어해서 안주고  저희만 먹다 요번에 다른걸 구매했어요  가족들 다 같이 맛있게 먹었음 하는 마음에  우선 하나만 구매했눈데  이게 무슨일인지 아이가 너무 잘먹어서 놀랬어요  아이가 전에 먹던거보다 더 맛있다며 엄지까지 들어주는데 이런적은.. 밥 먹으며 잘 못봤는데  잘먹으니 너무 좋더라구여  저희 부부도 먹어봤는데 훨씬 고소하고 바삭하고  너무 맛잇더라고요 이렇게 맛잇는 줄 알았으면 더  사 두는건데 ㅠㅠ  그래도 맛잇는 김부각 찾아서 대 만족!!  넘 맛있어요 사진/비디오 수 7 
96,23.04.10.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 부각을 좋아해서 자주 사먹는 편인데요~ 와....수제부각이래서 그런가 바삭거림이 장난아니예요!! 진짜 광고에서 나올만한 와그작와그작 소리가 음식의 맛을 더 높여줘요~ 밀폐할 수 있는 기능이 있어서 먹다가 잠가놔도 바삭바삭함이 유지됩니다~ 또 해썹인증을 받아서 안전하게 먹을 수 있어서 좋아요~ 사진/비디오 수 7 
97,23.04.10.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 김부각 너무맛있어요 맥주안주로도 짭쪼름하니좋고 애들간식으루두 좋네요 ㅎㅎ 지퍼팩으로 포장되있어서 먹다가 보관하기도 편하고 근데 맨날 한봉까면다먹네요 마성의간식..! 성분도다른과자들먹는것보다 좋구 건강 간식이라 마음놓고 먹어요 사진/비디오 수 3 
98,23.04.10.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 입이 심심할때마다 간식으로 먹으려고 주문했는데 찹쌀 김부각이라서 그런지 엄청 바삭바삭했어요 김부각은 진짜 식감 맛으로 먹는데 넘 맛있었습니다 간도 딱 적당하고 적당히 짭조름 하면서 고소하니 계속 손이가네요.. 앉아서 한봉지를 뚝딱 했습니다ㅎㅎ; 쟁여두고 먹어야겠어요 김부각 좋아하시는분들은 다 무난하게 좋아하실듯한 호불호없는 맛이에요 사진/비디오 수 4 
99,23.04.10.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 예전에 방영하던 나혼자산다 화사님 편을 보는데 김부각을 넘 맛있게 드셔서 급 갑자기 먹고 싶어져서 바로 구매해봤습니다 진짜 식감 바삭바삭하고 김 특유의 고소함이 더 극대화된 느낌?ㅋㅋ 진짜 고소해요 식감 미쳤고 딱 맥주 안주입니다 3개사면 1개 더줘서 이득입니다 진짜 맛있게 먹었어요 다 먹고 또 구매하러 오겠습니다 아마 이틀 못갈듯.. 사진/비디오 수 4 
100,23.04.09.,5,옵션 선택: 50gx1봉,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 한달사용기먹어본것중 최고!! 다시 주문하러 고고!! 
101,23.04.08.,5,옵션 선택: 1개(50gx1개),"유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 걍 말 필요없습니다. 여태 먹은 김부각 중에 젤 맛있어서 오자마자 한 봉 다먹고 4봉 더시켯어요!!! 번창하세요,,진심,,!0 사진/비디오 수 2 "
102,23.04.08.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 맥주안주로 김부각 즐겨먹어요  우고래빗 김부각 너무맛있어요 사이즈도 크고 넘바삭바삭하고 짜지않아서  아이들들도 간식으로 좋아요 ~ 사진/비디오 수 4 
103,23.04.08.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 국산찹쌀이라그래서 더욱 믿음이 가요!  어린이들 간식으로도 너무 좋을것 같고 저는 간식으로 자꾸 손이가서 한봉은 순삭이네요.. 헉..  바삭하고 기름에 적당하게 튀겨져서 너무 좋아요  다른 김부각들은 기름이 너무 많아서 느끼한데 이건 그런게 없네요 너무 맛있어요 사진/비디오 수 2 
104,23.04.08.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 밥반찬에 꼭 필요한건 김부각 아삭아삭 너무  맛있잖아요! 항상 잘 먹는건데 먹어도 먹어도 질리질 않네요  단짠이 딱 되어있어서 이건 밥도둑 입니당  온가족이 다같이 먹어도 너무 좋을 것 같아요! 사진/비디오 수 2 
105,23.04.08.,4,옵션 선택: 50gx3개(추가 1개 추가증정),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 짜지않고 바삭밧삭 맛있어요 
106,23.03.13.,4,옵션 선택: 3봉(50gx3봉),맛 만족도평범해요유통기한꽤 남았어요포장적당해요 바싹  바싹  맛나요~~^^ 
107,23.04.11.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 역시 믿고먹는 우고래빗입니다 차나 견과류 주문시 너무 만족해서  김부각도 주문해봤는데 너무너무 맛있어요!! 평소 김부각 좋아하는데 우고래빗꺼 은은하게 달달하고 고소하고 너무 맛있습니당 ㅎㅎ 
108,23.04.11.,5,옵션 선택: 50gx3개(추가 1개 추가증정),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 시중에서 파는 김부각 보다 안 달고 안 짜요. 손에 기름기 같은거 안 묻어서 넘 좋네요. 바삭한데 입천장 까지는 그런게 아니라 부드러운 바삭함이에요! 딸아이가 김부각 엄청 좋아하는데 마트에서 파는 것 보다 훨씬 맛있대요! 4봉지 샀는데 하루만에 없어질 것 같네요 ㅎㅎ 
109,23.04.11.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 아이가 김부각을 싫어하는데  저희 부부는 좋아해요  그래서 늘 먹던거 먹고 아이는 싫어해서 안주고  저희만 먹다 요번에 다른걸 구매했어요  가족들 다 같이 맛있게 먹었음 하는 마음에  우선 하나만 구매했눈데  이게 무슨일인지 아이가 너무 잘먹어서 놀랬어요  아이가 전에 먹던거보다 더 맛있다며 엄지까지 들어주는데 이런적은.. 밥 먹으며 잘 못봤는데  잘먹으니 너무 좋더라구여  저희 부부도 먹어봤는데 훨씬 고소하고 바삭하고  너무 맛잇더라고요 이렇게 맛잇는 줄 알았으면 더  사 두는건데 ㅠㅠ  그래도 맛잇는 김부각 찾아서 대 만족!!  넘 맛있어요 사진/비디오 수 7 
110,23.04.10.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 부각을 좋아해서 자주 사먹는 편인데요~ 와....수제부각이래서 그런가 바삭거림이 장난아니예요!! 진짜 광고에서 나올만한 와그작와그작 소리가 음식의 맛을 더 높여줘요~ 밀폐할 수 있는 기능이 있어서 먹다가 잠가놔도 바삭바삭함이 유지됩니다~ 또 해썹인증을 받아서 안전하게 먹을 수 있어서 좋아요~ 사진/비디오 수 7 
111,23.04.10.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 김부각 너무맛있어요 맥주안주로도 짭쪼름하니좋고 애들간식으루두 좋네요 ㅎㅎ 지퍼팩으로 포장되있어서 먹다가 보관하기도 편하고 근데 맨날 한봉까면다먹네요 마성의간식..! 성분도다른과자들먹는것보다 좋구 건강 간식이라 마음놓고 먹어요 사진/비디오 수 3 
112,23.04.10.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 입이 심심할때마다 간식으로 먹으려고 주문했는데 찹쌀 김부각이라서 그런지 엄청 바삭바삭했어요 김부각은 진짜 식감 맛으로 먹는데 넘 맛있었습니다 간도 딱 적당하고 적당히 짭조름 하면서 고소하니 계속 손이가네요.. 앉아서 한봉지를 뚝딱 했습니다ㅎㅎ; 쟁여두고 먹어야겠어요 김부각 좋아하시는분들은 다 무난하게 좋아하실듯한 호불호없는 맛이에요 사진/비디오 수 4 
113,23.04.10.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 예전에 방영하던 나혼자산다 화사님 편을 보는데 김부각을 넘 맛있게 드셔서 급 갑자기 먹고 싶어져서 바로 구매해봤습니다 진짜 식감 바삭바삭하고 김 특유의 고소함이 더 극대화된 느낌?ㅋㅋ 진짜 고소해요 식감 미쳤고 딱 맥주 안주입니다 3개사면 1개 더줘서 이득입니다 진짜 맛있게 먹었어요 다 먹고 또 구매하러 오겠습니다 아마 이틀 못갈듯.. 사진/비디오 수 4 
114,23.04.09.,5,옵션 선택: 50gx1봉,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 한달사용기먹어본것중 최고!! 다시 주문하러 고고!! 
115,23.04.08.,5,옵션 선택: 1개(50gx1개),"유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 걍 말 필요없습니다. 여태 먹은 김부각 중에 젤 맛있어서 오자마자 한 봉 다먹고 4봉 더시켯어요!!! 번창하세요,,진심,,!0 사진/비디오 수 2 "
116,23.04.08.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 맥주안주로 김부각 즐겨먹어요  우고래빗 김부각 너무맛있어요 사이즈도 크고 넘바삭바삭하고 짜지않아서  아이들들도 간식으로 좋아요 ~ 사진/비디오 수 4 
117,23.04.08.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 국산찹쌀이라그래서 더욱 믿음이 가요!  어린이들 간식으로도 너무 좋을것 같고 저는 간식으로 자꾸 손이가서 한봉은 순삭이네요.. 헉..  바삭하고 기름에 적당하게 튀겨져서 너무 좋아요  다른 김부각들은 기름이 너무 많아서 느끼한데 이건 그런게 없네요 너무 맛있어요 사진/비디오 수 2 
118,23.04.08.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 밥반찬에 꼭 필요한건 김부각 아삭아삭 너무  맛있잖아요! 항상 잘 먹는건데 먹어도 먹어도 질리질 않네요  단짠이 딱 되어있어서 이건 밥도둑 입니당  온가족이 다같이 먹어도 너무 좋을 것 같아요! 사진/비디오 수 2 
119,23.04.08.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 술안주로도 너무 잘 먹는 김부각!  한봉은 그냥 다 먹고 두봉은 오픈해놔야 마음놓고 먹을 수 있어요  바삭한거 좋아하시는 분들은 이거! 강추드립니다  가볍게 먹기 너무 좋아요 그리고 맛도 진짜 맛있네요  간도 딱 맞고 깨끗한 기름 사용하시는것 같아요 뽀얗고 맛있어요 사진/비디오 수 2 
120,23.04.08.,4,옵션 선택: 50gx3개(추가 1개 추가증정),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 짜지않고 바삭밧삭 맛있어요 
121,23.03.13.,4,옵션 선택: 3봉(50gx3봉),맛 만족도평범해요유통기한꽤 남았어요포장적당해요 바싹  바싹  맛나요~~^^ 
122,23.04.11.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 역시 믿고먹는 우고래빗입니다 차나 견과류 주문시 너무 만족해서  김부각도 주문해봤는데 너무너무 맛있어요!! 평소 김부각 좋아하는데 우고래빗꺼 은은하게 달달하고 고소하고 너무 맛있습니당 ㅎㅎ 
123,23.04.11.,5,옵션 선택: 50gx3개(추가 1개 추가증정),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 시중에서 파는 김부각 보다 안 달고 안 짜요. 손에 기름기 같은거 안 묻어서 넘 좋네요. 바삭한데 입천장 까지는 그런게 아니라 부드러운 바삭함이에요! 딸아이가 김부각 엄청 좋아하는데 마트에서 파는 것 보다 훨씬 맛있대요! 4봉지 샀는데 하루만에 없어질 것 같네요 ㅎㅎ 
124,23.04.11.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 아이가 김부각을 싫어하는데  저희 부부는 좋아해요  그래서 늘 먹던거 먹고 아이는 싫어해서 안주고  저희만 먹다 요번에 다른걸 구매했어요  가족들 다 같이 맛있게 먹었음 하는 마음에  우선 하나만 구매했눈데  이게 무슨일인지 아이가 너무 잘먹어서 놀랬어요  아이가 전에 먹던거보다 더 맛있다며 엄지까지 들어주는데 이런적은.. 밥 먹으며 잘 못봤는데  잘먹으니 너무 좋더라구여  저희 부부도 먹어봤는데 훨씬 고소하고 바삭하고  너무 맛잇더라고요 이렇게 맛잇는 줄 알았으면 더  사 두는건데 ㅠㅠ  그래도 맛잇는 김부각 찾아서 대 만족!!  넘 맛있어요 사진/비디오 수 7 
125,23.04.10.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 부각을 좋아해서 자주 사먹는 편인데요~ 와....수제부각이래서 그런가 바삭거림이 장난아니예요!! 진짜 광고에서 나올만한 와그작와그작 소리가 음식의 맛을 더 높여줘요~ 밀폐할 수 있는 기능이 있어서 먹다가 잠가놔도 바삭바삭함이 유지됩니다~ 또 해썹인증을 받아서 안전하게 먹을 수 있어서 좋아요~ 사진/비디오 수 7 
126,23.04.10.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 김부각 너무맛있어요 맥주안주로도 짭쪼름하니좋고 애들간식으루두 좋네요 ㅎㅎ 지퍼팩으로 포장되있어서 먹다가 보관하기도 편하고 근데 맨날 한봉까면다먹네요 마성의간식..! 성분도다른과자들먹는것보다 좋구 건강 간식이라 마음놓고 먹어요 사진/비디오 수 3 
127,23.04.10.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 입이 심심할때마다 간식으로 먹으려고 주문했는데 찹쌀 김부각이라서 그런지 엄청 바삭바삭했어요 김부각은 진짜 식감 맛으로 먹는데 넘 맛있었습니다 간도 딱 적당하고 적당히 짭조름 하면서 고소하니 계속 손이가네요.. 앉아서 한봉지를 뚝딱 했습니다ㅎㅎ; 쟁여두고 먹어야겠어요 김부각 좋아하시는분들은 다 무난하게 좋아하실듯한 호불호없는 맛이에요 사진/비디오 수 4 
128,23.04.10.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 예전에 방영하던 나혼자산다 화사님 편을 보는데 김부각을 넘 맛있게 드셔서 급 갑자기 먹고 싶어져서 바로 구매해봤습니다 진짜 식감 바삭바삭하고 김 특유의 고소함이 더 극대화된 느낌?ㅋㅋ 진짜 고소해요 식감 미쳤고 딱 맥주 안주입니다 3개사면 1개 더줘서 이득입니다 진짜 맛있게 먹었어요 다 먹고 또 구매하러 오겠습니다 아마 이틀 못갈듯.. 사진/비디오 수 4 
129,23.04.09.,5,옵션 선택: 50gx1봉,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 한달사용기먹어본것중 최고!! 다시 주문하러 고고!! 
130,23.04.08.,5,옵션 선택: 1개(50gx1개),"유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 걍 말 필요없습니다. 여태 먹은 김부각 중에 젤 맛있어서 오자마자 한 봉 다먹고 4봉 더시켯어요!!! 번창하세요,,진심,,!0 사진/비디오 수 2 "
131,23.04.08.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 맥주안주로 김부각 즐겨먹어요  우고래빗 김부각 너무맛있어요 사이즈도 크고 넘바삭바삭하고 짜지않아서  아이들들도 간식으로 좋아요 ~ 사진/비디오 수 4 
132,23.04.08.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 국산찹쌀이라그래서 더욱 믿음이 가요!  어린이들 간식으로도 너무 좋을것 같고 저는 간식으로 자꾸 손이가서 한봉은 순삭이네요.. 헉..  바삭하고 기름에 적당하게 튀겨져서 너무 좋아요  다른 김부각들은 기름이 너무 많아서 느끼한데 이건 그런게 없네요 너무 맛있어요 사진/비디오 수 2 
133,23.04.08.,5,옵션 선택: 1개(50gx1개),유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요 밥반찬에 꼭 필요한건 김부각 아삭아삭 너무  맛있잖아요! 항상 잘 먹는건데 먹어도 먹어도 질리질 않네요  단짠이 딱 되어있어서 이건 밥도둑 입니당  온가족이 다같이 먹어도 너무 좋을 것 같아요! 사진/비디오 수 2 
